"INLET DATA"
"Gully id"
"Gully index"
"Outlet type"
"Manhole index"
"Coord. x"
"Coord. y"
"Coord. z"
"Width"
"Length"
"Depth"
"Method"
"Weir Cd"
"Orifice Cd"
"A param"
"B param"
"Efficiency"
        1054            54             0            25   418586.09  4577792.56       39.90      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1055            55             0            25   418591.30  4577782.43       39.84      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1056            56             0            26   418635.43  4577797.63       38.32      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1057            57             0            26   418636.88  4577790.68       38.83      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1058            58             0            24   418575.24  4577799.07       39.61      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1059            59             0            24   418581.43  4577799.60       39.39      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1060            60             0            44   418567.14  4577845.09       38.04      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1061            61             0            44   418573.96  4577844.87       38.15      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1062            62             0            44   418550.06  4577888.50       37.31      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1063            63             0            44   418568.44  4577902.68       36.21      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1064            64             0            45   418579.00  4577877.94       36.79      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1065            65             0            45   418577.99  4577887.92       36.68      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1066            66             0            46   418630.66  4577891.54       35.26      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1067            67             0            46   418631.82  4577882.42       35.19      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1068            68             0            44   418527.49  4577886.91       37.48      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1069            69             0            43   418513.60  4577874.17       37.47      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1070            70             0            30   418467.73  4577814.12       40.68      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1071            71             0            30   418466.28  4577827.00       40.25      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1072            72             0            30   418477.14  4577820.92       40.47      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1073            73             0            31   418419.69  4577816.00       41.67      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1074            74             0            31   418420.56  4577810.22       41.85      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1075            75             0            28   418380.19  4577801.53       42.77      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1076            76             0            29   418370.20  4577804.72       42.59      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1077            77             0            29   418378.60  4577813.11       42.00      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1078            78             0            28   418378.60  4577763.33       44.44      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1079            79             0            29   418361.96  4577848.27       38.89      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1080            80             0            29   418371.80  4577850.15       38.77      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1081            81             0            38   418355.01  4577909.77       33.87      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1082            82             0            33   418393.84  4577867.46       37.81      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1083            83             0            33   418395.09  4577859.99       38.29      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1084            84             0            32   418440.56  4577875.29       37.82      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1085            85             0            32   418441.68  4577867.66       37.95      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1086            86             0            32   418460.78  4577868.24       37.95      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1087            87             0            32   418469.47  4577869.40       37.84      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1088            88             0            42   418451.96  4577919.75       34.17      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1089            89             0            42   418460.23  4577920.95       34.14      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1090            90             0            47   418559.03  4577952.45       32.34      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1091            91             0            50   418540.08  4578001.51       31.45      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1092            92             0            50   418548.15  4578003.40       31.47      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1093            93             0            40   418440.82  4577988.05       33.18      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1094            94             0            40   418449.79  4577990.08       33.27      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1095            95             0            38   418342.57  4577944.79       36.66      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1096            96             0            39   418391.76  4577975.75       34.81      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1097            97             0            40   418434.16  4578006.43       33.45      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1098            98             0            54   418476.27  4578033.05       32.08      1.0000      0.2000         -9999             1      1.6000      0.7000  -9999.0000  -9999.0000     90.0000
        1099            99             0            51   418525.46  4578055.62       30.39      1.0000      0.2000         -9999             0  -9999.0000  -9999.0000      0.4960      0.7120     90.0000
        1100           100             0            52   418578.28  4578072.99       29.45      1.0000      0.2000         -9999             0  -9999.0000  -9999.0000      0.4960      0.7120     90.0000
        1101           101             0            21   418433.73  4577764.49       43.71      1.0000      0.2000         -9999             0  -9999.0000  -9999.0000      0.4960      0.7120     90.0000
        1102           102             0             4   418586.09  4577689.97       40.02      1.0000      0.2000         -9999             0  -9999.0000  -9999.0000      0.4960      0.7120     90.0000
        1103           103             0             4   418584.07  4577703.29       40.10      1.0000      0.2000         -9999             0  -9999.0000  -9999.0000      0.4960      0.7120     90.0000
